"x" "y"
"582" -7541322.62400329 -909317.807752425
"583" -7431322.62400329 -909317.807752425
"584" -7321322.62400329 -909317.807752425
"585" -7211322.62400329 -909317.807752425
"586" -7101322.62400329 -909317.807752425
"587" -6991322.62400329 -909317.807752425
"588" -6881322.62400329 -909317.807752425
"589" -6771322.62400329 -909317.807752425
"590" -6661322.62400329 -909317.807752425
"591" -6551322.62400329 -909317.807752425
"592" -6441322.62400329 -909317.807752425
"593" -6331322.62400329 -909317.807752425
"594" -6221322.62400329 -909317.807752425
"595" -6111322.62400329 -909317.807752425
"596" -6001322.62400329 -909317.807752425
"597" -5891322.62400329 -909317.807752425
"598" -5781322.62400329 -909317.807752425
"599" -5671322.62400329 -909317.807752425
"600" -5561322.62400329 -909317.807752425
"601" -5451322.62400329 -909317.807752425
"602" -5341322.62400329 -909317.807752425
"603" -5231322.62400329 -909317.807752425
"604" -5121322.62400329 -909317.807752425
"605" -5011322.62400329 -909317.807752425
"606" -4901322.62400329 -909317.807752425
"607" -4791322.62400329 -909317.807752425
"608" -4681322.62400329 -909317.807752425
"609" -4571322.62400329 -909317.807752425
"610" -4461322.62400329 -909317.807752425
"611" -4351322.62400329 -909317.807752425
"612" -4241322.62400329 -909317.807752425
"613" -4131322.62400329 -909317.807752425
"614" -4021322.62400329 -909317.807752425
"615" -3911322.62400329 -909317.807752425
"616" -3801322.62400329 -909317.807752425
"617" -3691322.62400329 -909317.807752425
"618" -3581322.62400329 -909317.807752425
"619" -3471322.62400329 -909317.807752425
"620" -7871322.62400329 -1019317.80775242
"621" -7761322.62400329 -1019317.80775242
"622" -7651322.62400329 -1019317.80775242
"623" -7541322.62400329 -1019317.80775242
"624" -7431322.62400329 -1019317.80775242
"625" -7321322.62400329 -1019317.80775242
"626" -7211322.62400329 -1019317.80775242
"627" -7101322.62400329 -1019317.80775242
"628" -6991322.62400329 -1019317.80775242
"629" -6881322.62400329 -1019317.80775242
"630" -6771322.62400329 -1019317.80775242
"631" -6661322.62400329 -1019317.80775242
"632" -6551322.62400329 -1019317.80775242
"633" -6441322.62400329 -1019317.80775242
"634" -6331322.62400329 -1019317.80775242
"635" -6221322.62400329 -1019317.80775242
"636" -6111322.62400329 -1019317.80775242
"637" -6001322.62400329 -1019317.80775242
"638" -5891322.62400329 -1019317.80775242
"639" -5781322.62400329 -1019317.80775242
"640" -5671322.62400329 -1019317.80775242
"641" -5561322.62400329 -1019317.80775242
"642" -5451322.62400329 -1019317.80775242
"643" -5341322.62400329 -1019317.80775242
"644" -5231322.62400329 -1019317.80775242
"645" -5121322.62400329 -1019317.80775242
"646" -5011322.62400329 -1019317.80775242
"647" -4901322.62400329 -1019317.80775242
"648" -4791322.62400329 -1019317.80775242
"649" -4681322.62400329 -1019317.80775242
"650" -4571322.62400329 -1019317.80775242
"651" -4461322.62400329 -1019317.80775242
"652" -4351322.62400329 -1019317.80775242
"653" -4241322.62400329 -1019317.80775242
"654" -4131322.62400329 -1019317.80775242
"655" -4021322.62400329 -1019317.80775242
"656" -3911322.62400329 -1019317.80775242
"657" -3801322.62400329 -1019317.80775242
"658" -3691322.62400329 -1019317.80775242
"659" -3581322.62400329 -1019317.80775242
"660" -3471322.62400329 -1019317.80775242
"661" -7761322.62400329 -1129317.80775242
"662" -7651322.62400329 -1129317.80775242
"663" -7541322.62400329 -1129317.80775242
"664" -7431322.62400329 -1129317.80775242
"665" -7321322.62400329 -1129317.80775242
"666" -7211322.62400329 -1129317.80775242
"667" -7101322.62400329 -1129317.80775242
"668" -6991322.62400329 -1129317.80775242
"669" -6881322.62400329 -1129317.80775242
"670" -6771322.62400329 -1129317.80775242
"671" -6661322.62400329 -1129317.80775242
"672" -6551322.62400329 -1129317.80775242
"673" -6441322.62400329 -1129317.80775242
"674" -6331322.62400329 -1129317.80775242
"675" -6221322.62400329 -1129317.80775242
"676" -6111322.62400329 -1129317.80775242
"677" -6001322.62400329 -1129317.80775242
"678" -5891322.62400329 -1129317.80775242
"679" -5781322.62400329 -1129317.80775242
"680" -5671322.62400329 -1129317.80775242
"681" -5561322.62400329 -1129317.80775242
"682" -5451322.62400329 -1129317.80775242
"683" -5341322.62400329 -1129317.80775242
"684" -5231322.62400329 -1129317.80775242
"685" -5121322.62400329 -1129317.80775242
"686" -5011322.62400329 -1129317.80775242
"687" -4901322.62400329 -1129317.80775242
"688" -4791322.62400329 -1129317.80775242
"689" -4681322.62400329 -1129317.80775242
"690" -4571322.62400329 -1129317.80775242
"691" -4461322.62400329 -1129317.80775242
"692" -4351322.62400329 -1129317.80775242
